revenue_id,contract_id,month_date,recognized_revenue,invoice_status
216,6,2025-10-01,5000.0,Paid
217,6,2025-11-01,5000.0,Paid
218,6,2025-12-01,5000.0,Paid
219,6,2026-01-01,5000.0,Paid
220,6,2026-02-01,5000.0,Paid
221,6,2026-03-01,5000.0,Paid
222,6,2026-04-01,5000.0,Paid
223,7,2023-07-01,1050.0,Paid
224,7,2023-08-01,1050.0,Paid
225,7,2023-09-01,1050.0,Paid
226,7,2023-10-01,1050.0,Paid
227,7,2023-11-01,1050.0,Paid
228,7,2023-12-01,1050.0,Paid
229,7,2024-01-01,1050.0,Paid
230,7,2024-02-01,1050.0,Paid
231,7,2024-03-01,1050.0,Paid
232,7,2024-04-01,1050.0,Paid
233,7,2024-05-01,1050.0,Paid
234,7,2024-06-01,1050.0,Paid
235,7,2024-07-01,1050.0,Pending
236,7,2024-08-01,1050.0,Paid
237,7,2024-09-01,1050.0,Pending
238,7,2024-10-01,1050.0,Paid
239,7,2024-11-01,1050.0,Paid
240,7,2024-12-01,1050.0,Paid
241,7,2025-01-01,1050.0,Paid
242,7,2025-02-01,1050.0,Paid
243,7,2025-03-01,1050.0,Paid
244,7,2025-04-01,1017.58,Paid
245,7,2025-05-01,1050.0,Paid
246,7,2025-06-01,1050.0,Paid
247,7,2025-07-01,1050.0,Paid
248,7,2025-08-01,1050.0,Paid
249,7,2025-09-01,1050.0,Paid
250,7,2025-10-01,1050.0,Paid
251,7,2025-11-01,1050.0,Paid
252,7,2025-12-01,1050.0,Disputed
253,7,2026-01-01,1050.0,Paid
254,7,2026-02-01,1050.0,Paid
255,7,2026-03-01,1050.0,Paid
256,7,2026-04-01,1050.0,Paid
257,8,2023-01-01,2400.0,Pending
258,8,2023-02-01,2400.0,Paid
259,8,2023-03-01,2400.0,Paid
260,8,2023-04-01,2400.0,Paid
261,8,2023-05-01,2400.0,Paid
262,8,2023-06-01,2400.0,Pending
263,8,2023-07-01,2400.0,Paid
264,8,2023-08-01,2400.0,Paid
265,8,2023-09-01,2400.0,Paid
266,8,2023-10-01,2400.0,Paid
267,8,2023-11-01,2400.0,Disputed
268,8,2023-12-01,2400.0,Paid
269,8,2024-01-01,2400.0,Paid
270,8,2024-02-01,2400.0,Paid
271,8,2024-03-01,2400.0,Disputed
272,8,2024-04-01,2400.0,Pending
273,8,2024-05-01,2400.0,Paid
274,8,2024-06-01,2400.0,Pending
275,8,2024-07-01,2400.0,Paid
276,8,2024-08-01,2400.0,Paid
277,8,2024-09-01,2199.77,Paid
278,8,2024-10-01,2400.0,Paid
279,9,2022-03-01,1050.0,Paid
280,9,2022-04-01,1050.0,Paid
281,9,2022-05-01,1050.0,Paid
282,9,2022-06-01,1050.0,Paid
283,9,2022-07-01,1050.0,Paid
284,9,2022-08-01,1050.0,Paid
285,9,2022-09-01,1050.0,Paid
286,9,2022-10-01,1050.0,Paid
287,9,2022-11-01,1050.0,Paid
288,9,2022-12-01,1050.0,Paid
289,9,2023-01-01,1050.0,Paid
290,9,2023-02-01,1050.0,Paid
291,9,2023-03-01,1050.0,Paid
292,9,2023-04-01,1050.0,Paid
293,9,2023-05-01,1050.0,Paid
294,9,2023-06-01,1050.0,Paid
295,9,2023-07-01,1050.0,Paid
296,9,2023-08-01,1050.0,Paid
297,9,2023-09-01,979.76,Paid
298,9,2023-10-01,1050.0,Paid
299,9,2023-11-01,1050.0,Paid
300,9,2023-12-01,1050.0,Paid
301,10,2022-10-01,3000.0,Paid
302,10,2022-11-01,3000.0,Pending
303,10,2022-12-01,3000.0,Paid
304,10,2023-01-01,3000.0,Paid
305,10,2023-02-01,3000.0,Paid
306,10,2023-03-01,3000.0,Paid
307,10,2023-04-01,3000.0,Paid
308,10,2023-05-01,3000.0,Paid
309,10,2023-06-01,3000.0,Paid
310,10,2023-07-01,3000.0,Paid
311,10,2023-08-01,3000.0,Paid
312,10,2023-09-01,3000.0,Paid
313,10,2023-10-01,3000.0,Disputed
314,10,2023-11-01,3000.0,Paid
315,10,2023-12-01,3000.0,Paid
316,10,2024-01-01,3000.0,Paid
317,10,2024-02-01,3000.0,Paid
318,10,2024-03-01,3000.0,Paid
319,10,2024-04-01,3000.0,Paid
320,10,2024-05-01,3000.0,Paid
321,10,2024-06-01,3000.0,Paid
322,10,2024-07-01,3000.0,Disputed
323,10,2024-08-01,3000.0,Paid
324,10,2024-09-01,3000.0,Paid
325,10,2024-10-01,3000.0,Paid
326,10,2024-11-01,3000.0,Paid
327,10,2024-12-01,3000.0,Paid
328,10,2025-01-01,3000.0,Paid
329,10,2025-02-01,3000.0,Paid
330,10,2025-03-01,3000.0,Paid
331,10,2025-04-01,3000.0,Paid
332,10,2025-05-01,3000.0,Paid
333,10,2025-06-01,3000.0,Paid
334,10,2025-07-01,3000.0,Paid
335,10,2025-08-01,3000.0,Paid
336,10,2025-09-01,3000.0,Paid
337,10,2025-10-01,3000.0,Paid
338,10,2025-11-01,2782.34,Paid
339,10,2025-12-01,3000.0,Paid
340,10,2026-01-01,3000.0,Paid
341,10,2026-02-01,3000.0,Paid
342,10,2026-03-01,3000.0,Paid
343,10,2026-04-01,3000.0,Paid
345,11,2023-10-01,4750.0,Paid
346,11,2023-11-01,4750.0,Paid
347,11,2023-12-01,4750.0,Paid
348,11,2024-01-01,4750.0,Disputed
349,11,2024-02-01,4750.0,Paid
350,11,2024-03-01,4750.0,Paid
351,11,2024-04-01,4750.0,Paid
352,11,2024-05-01,4750.0,Paid
353,11,2024-06-01,4750.0,Paid
354,11,2024-07-01,4750.0,Paid
355,11,2024-08-01,4750.0,Paid
356,11,2024-09-01,4750.0,Pending
357,11,2024-10-01,4750.0,Paid
358,11,2024-11-01,4750.0,Paid
359,11,2024-12-01,4750.0,Disputed
360,11,2025-01-01,4750.0,Paid
361,11,2025-02-01,4750.0,Paid
362,11,2025-03-01,4750.0,Paid
363,11,2025-04-01,4750.0,Paid
364,11,2025-05-01,4750.0,Paid
365,11,2025-06-01,4750.0,Paid
366,11,2025-07-01,4750.0,Paid
367,11,2025-08-01,4750.0,Paid
368,11,2025-09-01,4750.0,Paid
369,11,2025-10-01,4750.0,Paid
370,11,2025-11-01,4750.0,Paid
371,11,2025-12-01,4750.0,Paid
372,11,2026-01-01,4750.0,Paid
373,11,2026-02-01,4750.0,Paid
374,11,2026-03-01,4750.0,Paid
375,11,2026-04-01,4750.0,Paid
376,11,2026-05-01,4750.0,Paid
377,12,2023-07-01,4750.0,Paid
378,12,2023-08-01,4750.0,Disputed
379,12,2023-09-01,4750.0,Disputed
380,12,2023-10-01,4750.0,Paid
381,12,2023-11-01,4750.0,Paid
382,12,2023-12-01,4750.0,Paid
383,12,2024-01-01,4750.0,Paid
384,12,2024-02-01,4750.0,Paid
385,12,2024-03-01,4750.0,Paid
386,12,2024-04-01,4750.0,Paid
387,12,2024-05-01,4750.0,Paid
388,12,2024-06-01,4750.0,Paid
389,12,2024-07-01,4750.0,Paid
390,12,2024-08-01,4750.0,Paid
391,12,2024-09-01,4750.0,Paid
392,12,2024-10-01,4750.0,Paid
393,12,2024-11-01,4750.0,Paid
394,12,2024-12-01,4750.0,Paid
395,12,2025-01-01,4750.0,Paid
396,12,2025-02-01,4750.0,Paid
397,12,2025-03-01,4750.0,Paid
398,12,2025-04-01,4750.0,Paid
399,12,2025-05-01,4750.0,Disputed
400,12,2025-06-01,4750.0,Paid
401,12,2025-07-01,4750.0,Paid
402,12,2025-08-01,4750.0,Paid
403,12,2025-09-01,4750.0,Paid
404,12,2025-10-01,4750.0,Paid
405,12,2025-11-01,4750.0,Paid
406,12,2025-12-01,4750.0,Paid
407,12,2026-01-01,4750.0,Paid
408,12,2026-02-01,4750.0,Paid
409,12,2026-03-01,4750.0,Paid
410,12,2026-04-01,4750.0,Paid
411,13,2021-11-01,2400.0,Paid
412,13,2021-12-01,2400.0,Paid
413,13,2022-01-01,2400.0,Paid
414,13,2022-02-01,2400.0,Paid
415,13,2022-03-01,2400.0,Paid
416,13,2022-04-01,2400.0,Paid
417,13,2022-05-01,2400.0,Paid
418,13,2022-06-01,2400.0,Paid
419,13,2022-07-01,2400.0,Paid
420,13,2022-08-01,2400.0,Paid
421,13,2022-09-01,2400.0,Paid
422,13,2022-10-01,2400.0,Paid
423,13,2022-11-01,2400.0,Paid
424,13,2022-12-01,2400.0,Paid
425,13,2023-01-01,2400.0,Paid
426,13,2023-02-01,2400.0,Paid
427,13,2023-03-01,2400.0,Paid
428,13,2023-04-01,2400.0,Paid
429,13,2023-05-01,2400.0,Disputed
430,13,2023-06-01,2400.0,Paid
431,13,2023-07-01,2400.0,Pending
432,13,2023-08-01,2400.0,Paid
433,13,2023-09-01,2400.0,Paid
434,13,2023-10-01,2400.0,Paid
435,13,2023-11-01,2400.0,Pending
436,13,2023-12-01,2400.0,Paid
437,13,2024-01-01,2400.0,Paid
438,13,2024-02-01,2400.0,Paid
439,13,2024-03-01,2400.0,Paid
440,13,2024-04-01,2400.0,Paid
441,13,2024-05-01,2400.0,Paid
442,14,2023-03-01,1050.0,Paid
443,14,2023-04-01,986.7,Paid
444,14,2023-05-01,1050.0,Paid
445,14,2023-06-01,1050.0,Paid
446,14,2023-07-01,1050.0,Paid
447,14,2023-08-01,1050.0,Paid
448,14,2023-09-01,1050.0,Paid
449,14,2023-10-01,1050.0,Paid
450,14,2023-11-01,1050.0,Paid
451,14,2023-12-01,1050.0,Paid
453,14,2024-02-01,948.86,Pending
454,14,2024-03-01,1050.0,Paid
455,14,2024-04-01,1050.0,Paid
456,14,2024-05-01,1050.0,Pending
457,14,2024-06-01,1050.0,Paid
458,14,2024-07-01,1050.0,Paid
459,14,2024-08-01,1050.0,Paid
460,14,2024-09-01,1050.0,Paid
461,14,2024-10-01,1050.0,Paid
462,14,2024-11-01,1050.0,Paid
463,14,2024-12-01,1050.0,Paid
464,14,2025-01-01,1050.0,Disputed
465,14,2025-02-01,1050.0,Paid
466,14,2025-03-01,1050.0,Pending
467,14,2025-04-01,990.49,Paid
468,14,2025-05-01,973.14,Paid
469,15,2022-03-01,1350.0,Paid
470,15,2022-04-01,1350.0,Disputed
471,15,2022-05-01,1350.0,Paid
472,15,2022-06-01,1240.0,Paid
473,15,2022-07-01,1350.0,Paid
474,15,2022-08-01,1350.0,Paid
475,15,2022-09-01,1350.0,Paid
476,15,2022-10-01,1350.0,Paid
477,15,2022-11-01,1350.0,Paid
478,15,2022-12-01,1350.0,Paid
479,15,2023-01-01,1350.0,Paid
480,15,2023-02-01,1350.0,Paid
481,15,2023-03-01,1350.0,Paid
482,15,2023-04-01,1350.0,Paid
483,15,2023-05-01,1350.0,Paid
484,15,2023-06-01,1350.0,Paid
485,15,2023-07-01,1350.0,Paid
486,15,2023-08-01,1350.0,Disputed
487,15,2023-09-01,1350.0,Paid
488,15,2023-10-01,1350.0,Disputed
489,15,2023-11-01,1350.0,Paid
490,15,2023-12-01,1350.0,Paid
491,15,2024-01-01,1350.0,Paid
492,15,2024-02-01,1350.0,Paid
493,15,2024-03-01,1350.0,Paid
494,15,2024-04-01,1350.0,Paid
495,15,2024-05-01,1350.0,Paid
496,15,2024-06-01,1350.0,Paid
497,15,2024-07-01,1350.0,Pending
498,15,2024-08-01,1350.0,Paid
499,15,2024-09-01,1350.0,Paid
500,15,2024-10-01,1350.0,Pending
501,15,2024-11-01,1350.0,Paid
502,15,2024-12-01,1350.0,Paid
503,15,2025-01-01,1350.0,Paid
504,15,2025-02-01,1350.0,Paid
505,15,2025-03-01,1350.0,Paid
506,15,2025-04-01,1350.0,Paid
507,15,2025-05-01,1350.0,Paid
508,15,2025-06-01,1350.0,Paid
509,15,2025-07-01,1350.0,Paid
510,15,2025-08-01,1350.0,Paid
511,15,2025-09-01,1350.0,Paid
512,15,2025-10-01,1350.0,Paid
513,15,2025-11-01,1350.0,Paid
514,15,2025-12-01,1350.0,Paid
515,15,2026-01-01,1350.0,Paid
516,15,2026-02-01,1350.0,Pending
517,15,2026-03-01,1350.0,Paid
518,15,2026-04-01,1350.0,Paid
519,16,2021-08-01,1350.0,Paid
520,16,2021-09-01,1350.0,Pending
521,16,2021-10-01,1350.0,Disputed
522,16,2021-11-01,1350.0,Paid
523,16,2021-12-01,1350.0,Paid
524,16,2022-01-01,1350.0,Paid
525,16,2022-02-01,1350.0,Paid
526,16,2022-03-01,1350.0,Paid
527,16,2022-04-01,1350.0,Paid
528,16,2022-05-01,1350.0,Paid
529,16,2022-06-01,1350.0,Paid
530,16,2022-07-01,1350.0,Paid
531,16,2022-08-01,1350.0,Paid
532,16,2022-09-01,1350.0,Paid
533,16,2022-10-01,1350.0,Paid
534,16,2022-11-01,1350.0,Paid
535,16,2022-12-01,1350.0,Paid
536,16,2023-01-01,1350.0,Paid
537,16,2023-02-01,1350.0,Paid
538,16,2023-03-01,1350.0,Paid
539,16,2023-04-01,1350.0,Paid
540,16,2023-05-01,1350.0,Paid
541,16,2023-06-01,1350.0,Paid
542,16,2023-07-01,1350.0,Disputed
543,16,2023-08-01,1350.0,Paid
544,16,2023-09-01,1350.0,Paid
545,16,2023-10-01,1350.0,Paid
546,16,2023-11-01,1350.0,Paid
547,16,2023-12-01,1350.0,Paid
548,16,2024-01-01,1350.0,Paid
549,16,2024-02-01,1350.0,Paid
550,16,2024-03-01,1350.0,Paid
551,16,2024-04-01,1350.0,Paid
552,16,2024-05-01,1350.0,Paid
553,16,2024-06-01,1350.0,Paid
554,16,2024-07-01,1350.0,Paid
555,16,2024-08-01,1350.0,Paid
556,16,2024-09-01,1350.0,Paid
557,16,2024-10-01,1350.0,Paid
558,16,2024-11-01,1350.0,Paid
559,16,2024-12-01,1350.0,Paid
560,16,2025-01-01,1350.0,Paid
561,16,2025-02-01,1350.0,Paid
562,16,2025-03-01,1224.46,Paid
563,16,2025-04-01,1350.0,Paid
564,16,2025-05-01,1350.0,Paid
565,16,2025-06-01,1350.0,Paid
566,16,2025-07-01,1350.0,Paid
567,16,2025-08-01,1350.0,Paid
568,16,2025-09-01,1350.0,Paid
569,16,2025-10-01,1350.0,Paid
570,16,2025-11-01,1350.0,Paid
571,16,2025-12-01,1350.0,Paid
572,16,2026-01-01,1350.0,Paid
573,16,2026-02-01,1350.0,Disputed
574,16,2026-03-01,1350.0,Paid
575,16,2026-04-01,1350.0,Paid
576,17,2022-05-01,2250.0,Paid
577,17,2022-06-01,2250.0,Disputed
578,17,2022-07-01,2250.0,Paid
579,17,2022-08-01,2250.0,Paid
580,17,2022-09-01,2250.0,Paid
581,17,2022-10-01,2250.0,Paid
582,17,2022-11-01,2250.0,Paid
583,17,2022-12-01,2250.0,Paid
584,17,2023-01-01,2250.0,Paid
585,17,2023-02-01,2250.0,Paid
586,17,2023-03-01,2250.0,Paid
587,17,2023-04-01,2250.0,Paid
588,17,2023-05-01,2250.0,Paid
589,17,2023-06-01,2250.0,Paid
590,17,2023-07-01,2250.0,Paid
591,17,2023-08-01,2250.0,Paid
592,17,2023-09-01,2250.0,Paid
593,17,2023-10-01,2250.0,Paid
594,17,2023-11-01,2250.0,Paid
595,17,2023-12-01,2110.54,Paid
596,17,2024-01-01,2250.0,Paid
597,17,2024-02-01,2250.0,Paid
598,17,2024-03-01,2250.0,Paid
599,17,2024-04-01,2250.0,Paid
600,17,2024-05-01,2250.0,Paid
601,17,2024-06-01,2250.0,Paid
602,17,2024-07-01,2250.0,Paid
603,17,2024-08-01,2250.0,Paid
604,17,2024-09-01,2250.0,Paid
605,17,2024-10-01,2250.0,Paid
606,17,2024-11-01,2250.0,Paid
607,17,2024-12-01,2034.1,Paid
608,17,2025-01-01,2250.0,Paid
609,17,2025-02-01,2250.0,Paid
610,17,2025-03-01,2250.0,Disputed
611,17,2025-04-01,2250.0,Paid
612,17,2025-05-01,2250.0,Paid
613,17,2025-06-01,2250.0,Paid
614,17,2025-07-01,2250.0,Paid
615,17,2025-08-01,2250.0,Paid
616,17,2025-09-01,2250.0,Paid
617,17,2025-10-01,2250.0,Paid
618,17,2025-11-01,2250.0,Paid
619,17,2025-12-01,2250.0,Pending
620,17,2026-01-01,2250.0,Paid
621,17,2026-02-01,2250.0,Paid
622,17,2026-03-01,2250.0,Paid
623,17,2026-04-01,2250.0,Paid
624,18,2022-06-01,1350.0,Paid
625,18,2022-07-01,1350.0,Paid
626,18,2022-08-01,1350.0,Paid
627,18,2022-09-01,1350.0,Paid
628,18,2022-10-01,1350.0,Paid
629,18,2022-11-01,1350.0,Paid
630,18,2022-12-01,1350.0,Paid
631,18,2023-01-01,1350.0,Paid
632,18,2023-02-01,1268.72,Pending
633,18,2023-03-01,1350.0,Paid
634,18,2023-04-01,1350.0,Paid
635,18,2023-05-01,1350.0,Paid
636,18,2023-06-01,1350.0,Paid
637,18,2023-07-01,1350.0,Paid
638,18,2023-08-01,1350.0,Paid
639,18,2023-09-01,1350.0,Paid
640,18,2023-10-01,1350.0,Paid
641,18,2023-11-01,1350.0,Paid
642,18,2023-12-01,1350.0,Paid
643,18,2024-01-01,1350.0,Paid
644,18,2024-02-01,1350.0,Paid
645,18,2024-03-01,1350.0,Paid
646,18,2024-04-01,1350.0,Paid
647,18,2024-05-01,1350.0,Paid
648,18,2024-06-01,1350.0,Paid
649,18,2024-07-01,1350.0,Disputed
650,18,2024-08-01,1350.0,Paid
651,18,2024-09-01,1350.0,Disputed
652,18,2024-10-01,1350.0,Paid
653,18,2024-11-01,1350.0,Paid
654,18,2024-12-01,1350.0,Paid
655,18,2025-01-01,1350.0,Paid
656,18,2025-02-01,1350.0,Paid
657,18,2025-03-01,1350.0,Disputed
658,18,2025-04-01,1350.0,Paid
659,18,2025-05-01,1215.45,Paid
660,18,2025-06-01,1350.0,Paid
661,18,2025-07-01,1350.0,Paid
662,18,2025-08-01,1317.43,Paid
663,18,2025-09-01,1350.0,Paid
664,18,2025-10-01,1350.0,Paid
665,18,2025-11-01,1350.0,Pending
666,18,2025-12-01,1350.0,Paid
667,18,2026-01-01,1350.0,Paid
668,18,2026-02-01,1350.0,Paid
669,18,2026-03-01,1350.0,Paid
670,18,2026-04-01,1350.0,Paid
671,19,2021-09-01,4543.25,Paid
672,19,2021-10-01,5000.0,Paid
673,19,2021-11-01,5000.0,Paid
674,19,2021-12-01,5000.0,Paid
675,19,2022-01-01,5000.0,Paid
676,19,2022-02-01,5000.0,Paid
677,19,2022-03-01,5000.0,Paid
678,19,2022-04-01,5000.0,Paid
679,19,2022-05-01,5000.0,Disputed
680,19,2022-06-01,5000.0,Paid
681,19,2022-07-01,5000.0,Paid
682,19,2022-08-01,5000.0,Paid
683,19,2022-09-01,5000.0,Paid
684,19,2022-10-01,5000.0,Paid
685,19,2022-11-01,5000.0,Pending
686,19,2022-12-01,5000.0,Disputed
687,19,2023-01-01,5000.0,Paid
688,19,2023-02-01,5000.0,Paid
689,19,2023-03-01,5000.0,Paid
690,19,2023-04-01,5000.0,Paid
691,19,2023-05-01,5000.0,Paid
692,19,2023-06-01,5000.0,Paid
693,19,2023-07-01,5000.0,Paid
694,19,2023-08-01,5000.0,Paid
695,19,2023-09-01,5000.0,Paid
696,19,2023-10-01,5000.0,Paid
697,19,2023-11-01,5000.0,Disputed
